GHG Scopes and categories L1,GHG Scopes and categories L2,Activity L1,Activity L2,Region,Activity unit,Year,Readable unique string,Emission factor [kg CO2e/unit],Emission factor (location-based) [kg CO2e/unit],Emission factor (market-based) [kg CO2e/unit],Source,Description,Link,KEY
Scope 3,Business travel,Hotel stay,,CR,Room per night,2022,Scope3_Business-travel_Hotel-stay_CR_Room-per-night_2022,4.7,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CR_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,CZ,Room per night,2021,Scope3_Business-travel_Hotel-stay_CZ_Room-per-night_2021,36.2,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,CZ_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,DE,Room per night,2021,Scope3_Business-travel_Hotel-stay_DE_Room-per-night_2021,17.0,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,DE_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,DE,Room per night,2022,Scope3_Business-travel_Hotel-stay_DE_Room-per-night_2022,13.2,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,DE_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,DK,Room per night,2022,Scope3_Business-travel_Hotel-stay_DK_Room-per-night_2022,7.6,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,DK_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,EG,Room per night,2021,Scope3_Business-travel_Hotel-stay_EG_Room-per-night_2021,56.5,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,EG_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,EG,Room per night,2022,Scope3_Business-travel_Hotel-stay_EG_Room-per-night_2022,44.2,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,EG_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,ES,Room per night,2021,Scope3_Business-travel_Hotel-stay_ES_Room-per-night_2021,18.7,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,ES_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,ES,Room per night,2022,Scope3_Business-travel_Hotel-stay_ES_Room-per-night_2022,7.0,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,ES_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,FI,Room per night,2022,Scope3_Business-travel_Hotel-stay_FI_Room-per-night_2022,5.7,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,FI_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,FJ,Room per night,2021,Scope3_Business-travel_Hotel-stay_FJ_Room-per-night_2021,47.8,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,FJ_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,FR,Room per night,2021,Scope3_Business-travel_Hotel-stay_FR_Room-per-night_2021,6.5,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,FR_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,FR,Room per night,2022,Scope3_Business-travel_Hotel-stay_FR_Room-per-night_2022,6.7,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,FR_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,GB,Room per night,2021,Scope3_Business-travel_Hotel-stay_GB_Room-per-night_2021,13.9,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,GB_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,GB,Room per night,2022,Scope3_Business-travel_Hotel-stay_GB_Room-per-night_2022,10.4,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,GB_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,GR,Room per night,2021,Scope3_Business-travel_Hotel-stay_GR_Room-per-night_2021,43.0,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,GR_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,HK,Room per night,2021,Scope3_Business-travel_Hotel-stay_HK_Room-per-night_2021,65.9,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,HK_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,HK,Room per night,2022,Scope3_Business-travel_Hotel-stay_HK_Room-per-night_2022,51.5,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,HK_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,ID,Room per night,2021,Scope3_Business-travel_Hotel-stay_ID_Room-per-night_2021,89.1,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,ID_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,ID,Room per night,2022,Scope3_Business-travel_Hotel-stay_ID_Room-per-night_2022,62.7,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,ID_Room per night_2022_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,IE,Room per night,2021,Scope3_Business-travel_Hotel-stay_IE_Room-per-night_2021,25.0,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,IE_Room per night_2021_scope3_businessTravel_hotelStay_None
Scope 3,Business travel,Hotel stay,,IL,Room per night,2021,Scope3_Business-travel_Hotel-stay_IL_Room-per-night_2021,54.0,,,Hotel Footprinting Tool,Emission intensity of average hotel night in the region based on the Cornell Hotel Sustainability Benchmarking (CHSB) index. Database used for the BEIS/DEFRA emission factors. the GHGP/Quantis tool and several other carbon accounting calculators.,https://www.hotelfootprints.org/,IL_Room per night_2021_scope3_businessTravel_hotelStay_None
