region	sector	indout
BG	Hotel and restaurant services (55)	4633.01019685
BG	Railway transportation services	2308.07160641
BG	Other land transportation services	5876.37254419
BG	Transportation services via pipelines	168.561061972
BG	Sea and coastal water transportation services	728.830608203
BG	Inland water transportation services	73.3837111047
BG	Air transport services (62)	1104.04091929
BG	Supporting and auxiliary transport services; travel agency services (63)	3481.94264971
BG	Post and telecommunication services (64)	1428.54136398
BG	Financial intermediation services, except insurance and pension funding services (65)	4601.84361785
BG	Insurance and pension funding services, except compulsory social security services (66)	823.250302684
BG	Services auxiliary to financial intermediation (67)	262.242526328
BG	Real estate services (70)	3845.58168462
BG	Renting services of machinery and equipment without operator and of personal and household goods (71)	1225.50505602
BG	Computer and related services (72)	1740.01782524
BG	Research and development services (73)	344.294634248
BG	Other business services (74)	7160.28896985
BG	Public administration and defence services; compulsory social security services (75)	6108.32875219
BG	Education services (80)	4137.08747042
BG	Health and social work services (85)	3942.71668174
BG	Food waste for treatment: incineration	2.33774867769
BG	Paper waste for treatment: incineration	3.18435639762
BG	Plastic waste for treatment: incineration	1.37992501681
BG	Intert/metal waste for treatment: incineration	14.0515342969
BG	Textiles waste for treatment: incineration	0.568085184802
BG	Wood waste for treatment: incineration	0.707119247949
BG	Oil/hazardous waste for treatment: incineration	19.0084709673
BG	Food waste for treatment: biogasification and land application	0.000701217502209
BG	Paper waste for treatment: biogasification and land application	0.000625464032695
BG	Sewage sludge for treatment: biogasification and land application	0.0497518867854
BG	Food waste for treatment: composting and land application	0.199668732393
BG	Paper and wood waste for treatment: composting and land application	0.000312716029547
BG	Food waste for treatment: waste water treatment	37.8090724244
BG	Other waste for treatment: waste water treatment	49.2919435874
BG	Food waste for treatment: landfill	188.237861887
BG	Paper for treatment: landfill	115.247271323
BG	Plastic waste for treatment: landfill	10.4967216077
BG	Inert/metal/hazardous waste for treatment: landfill	145.529636013
BG	Textiles waste for treatment: landfill	24.6163416497
BG	Wood waste for treatment: landfill	29.7454496207
BG	Membership organisation services n.e.c. (91)	429.023033279
BG	Recreational, cultural and sporting services (92)	3191.94074462
BG	Other services (93)	276.490124145
BG	Private households with employed persons (95)	0
BG	Extra-territorial organizations and bodies	0
CY	Paddy rice	0
CY	Wheat	3.73908671426
CY	Cereal grains nec	12.7322422753
CY	Vegetables, fruit, nuts	296.953381013
CY	Oil seeds	29.100692954
CY	Sugar cane, sugar beet	0.585495850125
CY	Plant-based fibers	0
CY	Crops nec	103.58544519
CY	Cattle	12.1520749993
CY	Pigs	136.427459142
CY	Poultry	131.706534605
CY	Meat animals nec	63.6921248653
CY	Animal products nec	5.08639050635
CY	Raw milk	121.414001671
CY	Wool, silk-worm cocoons	0.103413738877
CY	Manure (conventional treatment)	0
CY	Manure (biogas treatment)	0
CY	Products of forestry, logging and related services (02)	15.2156917827
