region	sector	indout
AT	Paddy rice	0
AT	Wheat	329.52626018
AT	Cereal grains nec	786.874261013
AT	Vegetables, fruit, nuts	1411.67530219
AT	Oil seeds	185.797547235
AT	Sugar cane, sugar beet	95.9242649121
AT	Plant-based fibers	1.52196146449
AT	Crops nec	176.331450467
AT	Cattle	370.118780064
AT	Pigs	835.061130167
AT	Poultry	441.449198928
AT	Meat animals nec	97.4891381966
AT	Animal products nec	49.2208090654
AT	Raw milk	1069.64245962
AT	Wool, silk-worm cocoons	0.219538176043
AT	Manure (conventional treatment)	0
AT	Manure (biogas treatment)	0
AT	Products of forestry, logging and related services (02)	2842.745865
AT	Fish and other fishing products; services incidental of fishing (05)	35.7015991041
AT	Anthracite	0
AT	Coking Coal	0.00666801580704
AT	Other Bituminous Coal	3.03238063275e-05
AT	Sub-Bituminous Coal	0.0213378630257
AT	Patent Fuel	0.00034451997324
AT	Lignite/Brown Coal	0.00784555235313
AT	BKB/Peat Briquettes	7.16507290588e-05
AT	Peat	3.98281750905
AT	Crude petroleum and services related to crude oil extraction, excluding surveying	463.114615166
AT	Natural gas and services related to natural gas extraction, excluding surveying	563.169157523
AT	Natural Gas Liquids	33.0749976726
AT	Other Hydrocarbons	0
AT	Uranium and thorium ores (12)	0
AT	Iron ores	117.560157715
AT	Copper ores and concentrates	0.792237223939
AT	Nickel ores and concentrates	16.3280123178
AT	Aluminium ores and concentrates	0
AT	Precious metal ores and concentrates	0.163322879944
AT	Lead, zinc and tin ores and concentrates	3.95424299589
AT	Other non-ferrous metal ores and concentrates	326.292344663
AT	Stone	413.98880564
AT	Sand and clay	1143.82487918
AT	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	152.343434548
AT	Products of meat cattle	758.586201827
AT	Products of meat pigs	1001.30679581
AT	Products of meat poultry	494.195863578
AT	Meat products nec	2033.74689422
AT	products of Vegetable oils and fats	451.040728413
AT	Dairy products	3095.95514645
AT	Processed rice	6.06444730418
AT	Sugar	228.516099178
AT	Food products nec	9488.63677646
AT	Beverages	3853.74364302
AT	Fish products	73.5038132637
AT	Tobacco products (16)	145.35355029
AT	Textiles (17)	2493.24096446
AT	Wearing apparel; furs (18)	930.522331491
AT	Leather and leather products (19)	852.426553976
AT	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	9361.85503976
AT	Wood material for treatment, Re-processing of secondary wood material into new wood material	0
AT	Pulp	2994.6733386
AT	Secondary paper for treatment, Re-processing of secondary paper into new pulp	0
AT	Paper and paper products	2767.87171539
AT	Printed matter and recorded media (22)	7414.35738058
AT	Coke Oven Coke	74.8081614883
AT	Gas Coke	0
AT	Coal Tar	0.494190172797
AT	Motor Gasoline	1848.03448924
AT	Aviation Gasoline	0.0470334817951
AT	Gasoline Type Jet Fuel	18.591578489
AT	Kerosene Type Jet Fuel	294.634008627
AT	Kerosene	1.45954964038
AT	Gas/Diesel Oil	1443.13328286
AT	Heavy Fuel Oil	237.250823156
AT	Refinery Gas	2.92112534572
AT	Liquefied Petroleum Gases (LPG)	92.1731285259
AT	Refinery Feedstocks	10.0924296498
AT	Ethane	0.554768248808
AT	Naphtha	60.9308017461
AT	White Spirit & SBP	0.0261538519645
AT	Lubricants	30.6439593819
AT	Bitumen	33.0747669766
AT	Paraffin Waxes	3.10585042697
AT	Petroleum Coke	4.36693964917
AT	Non-specified Petroleum Products	8.97358588844
AT	Nuclear fuel	1.24946399391
AT	Plastics, basic	4605.69146311
AT	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	0
AT	N-fertiliser	55.6332497821
AT	P- and other fertiliser	59.4519680991
AT	Chemicals nec	1482.35718041
AT	Charcoal	7.83785186201
AT	Additives/Blending Components	0.582849336363
AT	Biogasoline	47.4254686114
AT	Biodiesels	6.19881092045
AT	Other Liquid Biofuels	20.6638885182
AT	Rubber and plastic products (25)	6801.22677408
AT	Glass and glass products	230.377916296
AT	Secondary glass for treatment, Re-processing of secondary glass into new glass	0
AT	Ceramic goods	344.400260219
AT	Bricks, tiles and construction products, in baked clay	315.848019378
AT	Cement, lime and plaster	4645.43641994
AT	Ash for treatment, Re-processing of ash into clinker	0
AT	Other non-metallic mineral products	944.824045562
AT	Basic iron and steel and of ferro-alloys and first products thereof	3277.44953071
AT	Secondary steel for treatment, Re-processing of secondary steel into new steel	0
AT	Precious metals	342.901507221
AT	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	0
AT	Aluminium and aluminium products	3830.31305347
AT	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	0
AT	Lead, zinc and tin and products thereof	171.368481982
AT	Secondary lead for treatment, Re-processing of secondary lead into new lead	0
AT	Copper products	2425.52522964
AT	Secondary copper for treatment, Re-processing of secondary copper into new copper	0
AT	Other non-ferrous metal products	1619.62420258
AT	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
AT	Foundry work services	1870.03036565
AT	Fabricated metal products, except machinery and equipment (28)	12978.2552659
AT	Machinery and equipment n.e.c. (29)	21111.7962994
AT	Office machinery and computers (30)	304.695859932
AT	Electrical machinery and apparatus n.e.c. (31)	11666.5813748
AT	Radio, television and communication equipment and apparatus (32)	5053.44722954
AT	Medical, precision and optical instruments, watches and clocks (33)	6321.16936969
AT	Motor vehicles, trailers and semi-trailers (34)	15312.6989968
AT	Other transport equipment (35)	4388.51457379
AT	Furniture; other manufactured goods n.e.c. (36)	8276.51108625
AT	Secondary raw materials	1009.95839226
AT	Bottles for treatment, Recycling of bottles by direct reuse	0
AT	Electricity by coal	762.123531233
AT	Electricity by gas	1742.44660139
AT	Electricity by nuclear	0.352293816276
AT	Electricity by hydro	4351.26685305
AT	Electricity by wind	222.068483439
AT	Electricity by petroleum and other oil derivatives	206.033276383
AT	Electricity by biomass and waste	691.153874019
AT	Electricity by solar photovoltaic	6.95013428741
AT	Electricity by solar thermal	0
AT	Electricity by tide, wave, ocean	0
AT	Electricity by Geothermal	0.146121776516
AT	Electricity nec	186.672790935
AT	Transmission services of electricity	4398.29851416
AT	Distribution and trade services of electricity	11820.8474718
AT	Coke oven gas	214.541904972
AT	Blast Furnace Gas	917.011116567
AT	Oxygen Steel Furnace Gas	0.000901641637942
AT	Gas Works Gas	0.000154545382435
AT	Biogas	184.312884881
AT	Distribution services of gaseous fuels through mains	6026.16070645
AT	Steam and hot water supply services	1479.71536665
AT	Collected and purified water, distribution services of water (41)	787.830623955
AT	Construction work (45)	52621.1656562
AT	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	0
AT	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	8193.00258692
AT	Retail trade services of motor fuel	507.369628656
AT	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	16422.7540344
AT	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	3245.29879792
AT	Hotel and restaurant services (55)	30870.2082496
AT	Railway transportation services	4316.15400911
AT	Other land transportation services	13314.4449376
AT	Transportation services via pipelines	517.440560065
AT	Sea and coastal water transportation services	26.4771046035
AT	Inland water transportation services	59.4715434707
AT	Air transport services (62)	4948.22781341
AT	Supporting and auxiliary transport services; travel agency services (63)	13676.7002924
AT	Post and telecommunication services (64)	14034.3269073
AT	Financial intermediation services, except insurance and pension funding services (65)	14494.8138317
AT	Insurance and pension funding services, except compulsory social security services (66)	6797.06006041
AT	Services auxiliary to financial intermediation (67)	3594.62612517
AT	Real estate services (70)	46496.8162281
AT	Renting services of machinery and equipment without operator and of personal and household goods (71)	8932.92630497
AT	Computer and related services (72)	13131.5732714
AT	Research and development services (73)	3479.05346244
AT	Other business services (74)	50256.1645979
AT	Public administration and defence services; compulsory social security services (75)	23124.5108241
AT	Education services (80)	17793.6537604
AT	Health and social work services (85)	24614.3889042
AT	Food waste for treatment: incineration	242.37988299
AT	Paper waste for treatment: incineration	330.663320005
AT	Plastic waste for treatment: incineration	572.7089976
AT	Intert/metal waste for treatment: incineration	1780.16365915
AT	Textiles waste for treatment: incineration	48.6517870124
AT	Wood waste for treatment: incineration	106.629998658
AT	Oil/hazardous waste for treatment: incineration	366.637782901
AT	Food waste for treatment: biogasification and land application	39.5765659902
AT	Paper waste for treatment: biogasification and land application	6.1252717402
AT	Sewage sludge for treatment: biogasification and land application	95.3192555048
AT	Food waste for treatment: composting and land application	1467.54280115
AT	Paper and wood waste for treatment: composting and land application	2.07156792234
AT	Food waste for treatment: waste water treatment	133.10523184
AT	Other waste for treatment: waste water treatment	257.062331146
AT	Food waste for treatment: landfill	32.2364395799
AT	Paper for treatment: landfill	42.6162848777
AT	Plastic waste for treatment: landfill	11.0840069766
AT	Inert/metal/hazardous waste for treatment: landfill	117.220279413
AT	Textiles waste for treatment: landfill	21.6640753096
AT	Wood waste for treatment: landfill	20.0294372155
AT	Membership organisation services n.e.c. (91)	6990.99082731
AT	Recreational, cultural and sporting services (92)	8576.53237163
AT	Other services (93)	3049.46036511
AT	Private households with employed persons (95)	88.8683118071
AT	Extra-territorial organizations and bodies	0
BE	Paddy rice	2.1873253143
BE	Wheat	387.665918793
BE	Cereal grains nec	249.455530425
BE	Vegetables, fruit, nuts	1980.31562131
BE	Oil seeds	33.6113105371
BE	Sugar cane, sugar beet	234.11555069
BE	Plant-based fibers	14.8973147402
BE	Crops nec	1436.71209065
BE	Cattle	624.572979946
BE	Pigs	1175.30068059
BE	Poultry	1028.46022038
BE	Meat animals nec	451.843933571
BE	Animal products nec	25.7421419235
BE	Raw milk	1201.05346926
BE	Wool, silk-worm cocoons	1.66403769334
BE	Manure (conventional treatment)	0
BE	Manure (biogas treatment)	0
BE	Products of forestry, logging and related services (02)	345.012669498
BE	Fish and other fishing products; services incidental of fishing (05)	262.537407891
BE	Anthracite	0
BE	Coking Coal	3.11623734684
BE	Other Bituminous Coal	19.7945511784
BE	Sub-Bituminous Coal	0
BE	Patent Fuel	2.20807570753
BE	Lignite/Brown Coal	1.06018452527
BE	BKB/Peat Briquettes	0
BE	Peat	0
BE	Crude petroleum and services related to crude oil extraction, excluding surveying	0
BE	Natural gas and services related to natural gas extraction, excluding surveying	0
BE	Natural Gas Liquids	0
BE	Other Hydrocarbons	0
BE	Uranium and thorium ores (12)	0.014066394302
BE	Iron ores	0.0676382778547
BE	Copper ores and concentrates	6.94499799037
BE	Nickel ores and concentrates	4.68248861262
BE	Aluminium ores and concentrates	2.11491225438
BE	Precious metal ores and concentrates	0.0488675864974
BE	Lead, zinc and tin ores and concentrates	0.0706295891359
BE	Other non-ferrous metal ores and concentrates	567.737606732
BE	Stone	436.744162952
BE	Sand and clay	229.334572619
BE	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	295.551176992
BE	Products of meat cattle	801.035630325
BE	Products of meat pigs	1370.99958548
BE	Products of meat poultry	1258.4853274
BE	Meat products nec	2032.43014393
BE	products of Vegetable oils and fats	653.020105093
BE	Dairy products	7739.0907064
BE	Processed rice	56.7953227689
BE	Sugar	974.888645314
BE	Food products nec	22526.1768495
BE	Beverages	3356.69186075
BE	Fish products	1047.15584662
BE	Tobacco products (16)	1412.95518675
BE	Textiles (17)	6045.27805814
BE	Wearing apparel; furs (18)	1839.28574874
BE	Leather and leather products (19)	304.066825236
BE	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	3852.89620451
BE	Wood material for treatment, Re-processing of secondary wood material into new wood material	0
BE	Pulp	2074.50403603
BE	Secondary paper for treatment, Re-processing of secondary paper into new pulp	0
BE	Paper and paper products	1902.04921626
BE	Printed matter and recorded media (22)	9541.78800967
BE	Coke Oven Coke	149.308213326
BE	Gas Coke	0
BE	Coal Tar	6.98660826752
BE	Motor Gasoline	6901.43528532
BE	Aviation Gasoline	0.103802886771
BE	Gasoline Type Jet Fuel	5.30742953617e-05
BE	Kerosene Type Jet Fuel	1120.59637787
BE	Kerosene	30.793556944
BE	Gas/Diesel Oil	6762.03775895
BE	Heavy Fuel Oil	2063.02543791
BE	Refinery Gas	47.8622038103
BE	Liquefied Petroleum Gases (LPG)	362.226690789
BE	Refinery Feedstocks	1740.56353683
BE	Ethane	2.14244330122
BE	Naphtha	503.031879901
BE	White Spirit & SBP	99.7708423509
BE	Lubricants	32.5696323707
BE	Bitumen	303.569140124
BE	Paraffin Waxes	3.73262236122
BE	Petroleum Coke	24.8029117345
BE	Non-specified Petroleum Products	962.301802111
BE	Nuclear fuel	34.4979072661
BE	Plastics, basic	14221.6055199
BE	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	0
BE	N-fertiliser	43.3739005326
BE	P- and other fertiliser	179.07793018
BE	Chemicals nec	4269.50555089
BE	Charcoal	6.16979621525
BE	Additives/Blending Components	0.608564170354
BE	Biogasoline	0.105396806066
BE	Biodiesels	20.9419225816
BE	Other Liquid Biofuels	18.9653903401
BE	Rubber and plastic products (25)	8563.599958
BE	Glass and glass products	1511.69690939
BE	Secondary glass for treatment, Re-processing of secondary glass into new glass	0
BE	Ceramic goods	328.558637878
BE	Bricks, tiles and construction products, in baked clay	700.317198933
BE	Cement, lime and plaster	4573.02465225
BE	Ash for treatment, Re-processing of ash into clinker	0
BE	Other non-metallic mineral products	1493.00822605
BE	Basic iron and steel and of ferro-alloys and first products thereof	7259.35283022
BE	Secondary steel for treatment, Re-processing of secondary steel into new steel	0
BE	Precious metals	5313.63246562
BE	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	0
BE	Aluminium and aluminium products	2275.12465799
BE	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	0
BE	Lead, zinc and tin and products thereof	441.612116204
BE	Secondary lead for treatment, Re-processing of secondary lead into new lead	0
BE	Copper products	9089.50302661
BE	Secondary copper for treatment, Re-processing of secondary copper into new copper	0
BE	Other non-ferrous metal products	868.38566407
BE	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
BE	Foundry work services	486.199463897
BE	Fabricated metal products, except machinery and equipment (28)	11997.5963807
BE	Machinery and equipment n.e.c. (29)	15476.6054583
BE	Office machinery and computers (30)	1499.60019989
BE	Electrical machinery and apparatus n.e.c. (31)	9444.60870228
BE	Radio, television and communication equipment and apparatus (32)	3052.03232384
BE	Medical, precision and optical instruments, watches and clocks (33)	3464.53489898
BE	Motor vehicles, trailers and semi-trailers (34)	22811.7935047
BE	Other transport equipment (35)	2564.26095414
BE	Furniture; other manufactured goods n.e.c. (36)	5958.22322789
BE	Secondary raw materials	0.375110967497
BE	Bottles for treatment, Recycling of bottles by direct reuse	0
BE	Electricity by coal	539.147285779
BE	Electricity by gas	1879.6941607
BE	Electricity by nuclear	3976.23063753
BE	Electricity by hydro	30.0459064189
BE	Electricity by wind	81.2589580241
BE	Electricity by petroleum and other oil derivatives	44.4446956772
BE	Electricity by biomass and waste	374.021824763
BE	Electricity by solar photovoltaic	41.5400390561
BE	Electricity by solar thermal	4.21379261002e-05
BE	Electricity by tide, wave, ocean	0.00259535538133
BE	Electricity by Geothermal	0.048051459555
BE	Electricity nec	154.525242147
BE	Transmission services of electricity	1491.14059384
BE	Distribution and trade services of electricity	7104.119293
BE	Coke oven gas	16.6936876737
BE	Blast Furnace Gas	5.94552027654
BE	Oxygen Steel Furnace Gas	0.0214619353009
BE	Gas Works Gas	0.00936209046753
BE	Biogas	7.38549477731
BE	Distribution services of gaseous fuels through mains	2739.21137036
BE	Steam and hot water supply services	5.77837364442
BE	Collected and purified water, distribution services of water (41)	1497.67537616
BE	Construction work (45)	63191.2029567
BE	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	0
BE	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	6685.48654526
BE	Retail trade services of motor fuel	331.444988454
BE	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	33056.4708732
BE	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	600.016950225
BE	Hotel and restaurant services (55)	19562.5717382
BE	Railway transportation services	5769.18320525
BE	Other land transportation services	17307.4319992
BE	Transportation services via pipelines	380.418075956
BE	Sea and coastal water transportation services	6101.57490827
BE	Inland water transportation services	703.253823555
BE	Air transport services (62)	4352.99714363
BE	Supporting and auxiliary transport services; travel agency services (63)	32251.0865709
BE	Post and telecommunication services (64)	19063.1860994
BE	Financial intermediation services, except insurance and pension funding services (65)	10165.4539456
BE	Insurance and pension funding services, except compulsory social security services (66)	9589.83085122
BE	Services auxiliary to financial intermediation (67)	18165.8320097
BE	Real estate services (70)	47394.9778313
BE	Renting services of machinery and equipment without operator and of personal and household goods (71)	13503.5813971
BE	Computer and related services (72)	19918.3584058
BE	Research and development services (73)	9022.99603762
BE	Other business services (74)	87431.1585527
BE	Public administration and defence services; compulsory social security services (75)	29834.2307596
BE	Education services (80)	26738.2574731
BE	Health and social work services (85)	52589.9947837
BE	Food waste for treatment: incineration	564.713788613
BE	Paper waste for treatment: incineration	585.670320758
BE	Plastic waste for treatment: incineration	594.334109149
BE	Intert/metal waste for treatment: incineration	1586.36249147
BE	Textiles waste for treatment: incineration	140.106078633
BE	Wood waste for treatment: incineration	200.29509462
BE	Oil/hazardous waste for treatment: incineration	802.740988303
BE	Food waste for treatment: biogasification and land application	168.081433361
BE	Paper waste for treatment: biogasification and land application	41.3304620137
BE	Sewage sludge for treatment: biogasification and land application	392.807571784
BE	Food waste for treatment: composting and land application	694.117905769
BE	Paper and wood waste for treatment: composting and land application	4.14260320492
BE	Food waste for treatment: waste water treatment	385.169407061
BE	Other waste for treatment: waste water treatment	741.055644782
BE	Food waste for treatment: landfill	291.604904349
BE	Paper for treatment: landfill	255.110123892
BE	Plastic waste for treatment: landfill	146.400809972
BE	Inert/metal/hazardous waste for treatment: landfill	336.227311563
BE	Textiles waste for treatment: landfill	31.2017839617
BE	Wood waste for treatment: landfill	37.5068785942
BE	Membership organisation services n.e.c. (91)	3222.22831587
BE	Recreational, cultural and sporting services (92)	13117.1773161
BE	Other services (93)	3049.05572517
BE	Private households with employed persons (95)	668.207131287
BE	Extra-territorial organizations and bodies	0
BG	Paddy rice	26.2853842096
BG	Wheat	929.073799595
BG	Cereal grains nec	229.382758265
BG	Vegetables, fruit, nuts	531.66391223
BG	Oil seeds	345.341474895
BG	Sugar cane, sugar beet	2.10742236664
BG	Plant-based fibers	0.398298239085
BG	Crops nec	424.05153944
BG	Cattle	14.1398797526
BG	Pigs	259.6946052
BG	Poultry	439.981274045
BG	Meat animals nec	195.058881623
BG	Animal products nec	41.1028688552
BG	Raw milk	684.313531403
BG	Wool, silk-worm cocoons	1.82541897204
BG	Manure (conventional treatment)	0
BG	Manure (biogas treatment)	0
BG	Products of forestry, logging and related services (02)	270.151279664
BG	Fish and other fishing products; services incidental of fishing (05)	29.3346961658
BG	Anthracite	15.5849363165
BG	Coking Coal	0.685356018907
BG	Other Bituminous Coal	20.1933893269
BG	Sub-Bituminous Coal	0
BG	Patent Fuel	0.000392159710376
BG	Lignite/Brown Coal	404.39094907
BG	BKB/Peat Briquettes	111.16848944
BG	Peat	0.306942017614
BG	Crude petroleum and services related to crude oil extraction, excluding surveying	44.7178591889
BG	Natural gas and services related to natural gas extraction, excluding surveying	14.2173471351
BG	Natural Gas Liquids	0.00859829962949
BG	Other Hydrocarbons	9.49483582696
BG	Uranium and thorium ores (12)	0
BG	Iron ores	0.0494846031785
