region	sector	indout
AT	Paddy rice	0
AT	Wheat	372.725468609
AT	Cereal grains nec	874.738137499
AT	Vegetables, fruit, nuts	1678.73885017
AT	Oil seeds	183.461797951
AT	Sugar cane, sugar beet	102.430115778
AT	Plant-based fibers	1.68032974914
AT	Crops nec	156.343624066
AT	Cattle	406.757907363
AT	Pigs	902.02336176
AT	Poultry	514.252417748
AT	Meat animals nec	97.7014065745
AT	Animal products nec	80.5775388382
AT	Raw milk	1136.73183671
AT	Wool, silk-worm cocoons	0.242054902573
AT	Manure (conventional treatment)	0
AT	Manure (biogas treatment)	0
AT	Products of forestry, logging and related services (02)	3229.33833602
AT	Fish and other fishing products; services incidental of fishing (05)	39.4161576945
AT	Anthracite	0
AT	Coking Coal	0.00796694520741
AT	Other Bituminous Coal	3.33917359368e-05
AT	Sub-Bituminous Coal	0.0266962833749
AT	Patent Fuel	0.0594908456727
AT	Lignite/Brown Coal	0.0168568914905
AT	BKB/Peat Briquettes	8.86930126012e-05
AT	Peat	3.34261019127
AT	Crude petroleum and services related to crude oil extraction, excluding surveying	350.736037514
AT	Natural gas and services related to natural gas extraction, excluding surveying	531.745416204
AT	Natural Gas Liquids	1.31179350084
AT	Other Hydrocarbons	0
AT	Uranium and thorium ores (12)	0
AT	Iron ores	124.887333145
AT	Copper ores and concentrates	2.72336386272
AT	Nickel ores and concentrates	0
AT	Aluminium ores and concentrates	0
AT	Precious metal ores and concentrates	0.198085316004
AT	Lead, zinc and tin ores and concentrates	4.95272890392
AT	Other non-ferrous metal ores and concentrates	417.033640245
AT	Stone	357.832935404
AT	Sand and clay	1102.41727081
AT	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	146.389323973
AT	Products of meat cattle	863.008470815
AT	Products of meat pigs	1242.42775977
AT	Products of meat poultry	632.090523951
AT	Meat products nec	2558.89276423
AT	products of Vegetable oils and fats	378.201193755
AT	Dairy products	3822.38252195
AT	Processed rice	6.66561000325
AT	Sugar	215.870313172
AT	Food products nec	11721.2137935
AT	Beverages	4721.78720825
AT	Fish products	74.9545059929
AT	Tobacco products (16)	153.845806563
AT	Textiles (17)	2988.137278
AT	Wearing apparel; furs (18)	1046.63193229
AT	Leather and leather products (19)	964.524671396
AT	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	10691.3327526
AT	Wood material for treatment, Re-processing of secondary wood material into new wood material	0
AT	Pulp	3147.64540316
AT	Secondary paper for treatment, Re-processing of secondary paper into new pulp	0
AT	Paper and paper products	3030.58858103
AT	Printed matter and recorded media (22)	8485.22030194
AT	Coke Oven Coke	55.1411092828
AT	Gas Coke	0
AT	Coal Tar	14.2575464121
AT	Motor Gasoline	1811.6140837
AT	Aviation Gasoline	0.0768167840736
AT	Gasoline Type Jet Fuel	22.6843821293
AT	Kerosene Type Jet Fuel	273.681348592
AT	Kerosene	0.0347333916341
AT	Gas/Diesel Oil	1370.43374246
AT	Heavy Fuel Oil	202.808547603
AT	Refinery Gas	1.65988719127
AT	Liquefied Petroleum Gases (LPG)	165.588698437
AT	Refinery Feedstocks	18.2928171066
AT	Ethane	0.273933058954
AT	Naphtha	48.7792666632
AT	White Spirit & SBP	3.16233063161
AT	Lubricants	33.6139583682
AT	Bitumen	16.6271064643
AT	Paraffin Waxes	1.13958298954
AT	Petroleum Coke	9.32122849959
AT	Non-specified Petroleum Products	9.06136129573
AT	Nuclear fuel	1.43417290568
AT	Plastics, basic	5203.06447042
AT	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	0
AT	N-fertiliser	59.8405949495
AT	P- and other fertiliser	67.003899825
AT	Chemicals nec	1668.57146819
AT	Charcoal	2.24862326572
AT	Additives/Blending Components	0.657670746412
AT	Biogasoline	14.2637074285
AT	Biodiesels	4.81906986998
AT	Other Liquid Biofuels	19.3522472303
AT	Rubber and plastic products (25)	8209.14494345
AT	Glass and glass products	257.083083709
AT	Secondary glass for treatment, Re-processing of secondary glass into new glass	0
AT	Ceramic goods	387.59752582
AT	Bricks, tiles and construction products, in baked clay	340.140554643
AT	Cement, lime and plaster	5164.70599469
AT	Ash for treatment, Re-processing of ash into clinker	0
AT	Other non-metallic mineral products	1151.90005949
AT	Basic iron and steel and of ferro-alloys and first products thereof	3712.87340652
AT	Secondary steel for treatment, Re-processing of secondary steel into new steel	0
AT	Precious metals	376.255570328
AT	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	0
AT	Aluminium and aluminium products	4358.82793191
AT	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	0
AT	Lead, zinc and tin and products thereof	282.34138744
AT	Secondary lead for treatment, Re-processing of secondary lead into new lead	0
AT	Copper products	2803.74187837
AT	Secondary copper for treatment, Re-processing of secondary copper into new copper	0
AT	Other non-ferrous metal products	1864.17031903
AT	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
AT	Foundry work services	2191.5104945
AT	Fabricated metal products, except machinery and equipment (28)	15705.0980686
AT	Machinery and equipment n.e.c. (29)	28282.9491676
AT	Office machinery and computers (30)	311.454613789
AT	Electrical machinery and apparatus n.e.c. (31)	14215.2326556
AT	Radio, television and communication equipment and apparatus (32)	5827.77760896
AT	Medical, precision and optical instruments, watches and clocks (33)	7108.31562112
AT	Motor vehicles, trailers and semi-trailers (34)	17339.4908324
AT	Other transport equipment (35)	5178.28471837
AT	Furniture; other manufactured goods n.e.c. (36)	10146.3168728
AT	Secondary raw materials	1041.0396002
AT	Bottles for treatment, Recycling of bottles by direct reuse	0
AT	Electricity by coal	825.858390956
AT	Electricity by gas	1763.70936149
AT	Electricity by nuclear	1.93274253566
AT	Electricity by hydro	4068.86498521
AT	Electricity by wind	225.33815256
AT	Electricity by petroleum and other oil derivatives	165.914746995
AT	Electricity by biomass and waste	702.627227441
AT	Electricity by solar photovoltaic	7.84932430677
AT	Electricity by solar thermal	0
AT	Electricity by tide, wave, ocean	0
AT	Electricity by Geothermal	0.15443344326
AT	Electricity nec	185.367917637
AT	Transmission services of electricity	4388.88797237
AT	Distribution and trade services of electricity	11791.2118669
AT	Coke oven gas	204.476862416
AT	Blast Furnace Gas	878.570546406
AT	Oxygen Steel Furnace Gas	0.0177080473269
AT	Gas Works Gas	0.0275046205127
AT	Biogas	178.953921452
AT	Distribution services of gaseous fuels through mains	5189.13575635
AT	Steam and hot water supply services	1538.81659796
AT	Collected and purified water, distribution services of water (41)	721.907430816
AT	Construction work (45)	62452.0184523
AT	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	0
AT	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	9637.28810743
AT	Retail trade services of motor fuel	588.299760781
AT	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	18959.4027011
AT	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	4181.2832534
AT	Hotel and restaurant services (55)	37800.7817984
AT	Railway transportation services	5387.07064859
AT	Other land transportation services	16880.6372156
AT	Transportation services via pipelines	623.345191185
AT	Sea and coastal water transportation services	43.7779869633
AT	Inland water transportation services	79.5477184221
AT	Air transport services (62)	5927.33584493
AT	Supporting and auxiliary transport services; travel agency services (63)	16478.9921037
AT	Post and telecommunication services (64)	16666.4879531
AT	Financial intermediation services, except insurance and pension funding services (65)	19097.1508328
AT	Insurance and pension funding services, except compulsory social security services (66)	7861.36982859
AT	Services auxiliary to financial intermediation (67)	4389.20785266
AT	Real estate services (70)	33446.9401093
AT	Renting services of machinery and equipment without operator and of personal and household goods (71)	11544.2777673
AT	Computer and related services (72)	16047.751959
AT	Research and development services (73)	4355.43340788
AT	Other business services (74)	57417.6942957
AT	Public administration and defence services; compulsory social security services (75)	27349.7596768
AT	Education services (80)	20645.3130486
AT	Health and social work services (85)	31532.5293608
AT	Food waste for treatment: incineration	280.882390293
AT	Paper waste for treatment: incineration	382.539437864
AT	Plastic waste for treatment: incineration	666.080200179
AT	Intert/metal waste for treatment: incineration	2039.33858785
AT	Textiles waste for treatment: incineration	55.3512413426
AT	Wood waste for treatment: incineration	124.092791574
AT	Oil/hazardous waste for treatment: incineration	417.513565645
AT	Food waste for treatment: biogasification and land application	45.4025654202
AT	Paper waste for treatment: biogasification and land application	5.36479738935
AT	Sewage sludge for treatment: biogasification and land application	34.8848504901
AT	Food waste for treatment: composting and land application	1706.63445053
AT	Paper and wood waste for treatment: composting and land application	2.38884293945
AT	Food waste for treatment: waste water treatment	155.812807038
AT	Other waste for treatment: waste water treatment	310.477763175
AT	Food waste for treatment: landfill	39.5727621199
AT	Paper for treatment: landfill	57.0202021678
AT	Plastic waste for treatment: landfill	12.6875908452
AT	Inert/metal/hazardous waste for treatment: landfill	131.910938095
AT	Textiles waste for treatment: landfill	5.32336197023
AT	Wood waste for treatment: landfill	25.0850717131
AT	Membership organisation services n.e.c. (91)	9711.7911315
AT	Recreational, cultural and sporting services (92)	11971.0950091
AT	Other services (93)	5080.7950454
AT	Private households with employed persons (95)	102.20795182
AT	Extra-territorial organizations and bodies	0
BE	Paddy rice	0.661529386681
BE	Wheat	393.916618626
BE	Cereal grains nec	282.897644554
BE	Vegetables, fruit, nuts	2561.31816584
BE	Oil seeds	37.7388070668
BE	Sugar cane, sugar beet	237.708332018
BE	Plant-based fibers	24.8038626016
BE	Crops nec	1518.00987236
BE	Cattle	585.899261402
BE	Pigs	1252.84303036
BE	Poultry	1094.50301896
BE	Meat animals nec	573.237372058
BE	Animal products nec	55.6267769418
BE	Raw milk	1237.04436743
BE	Wool, silk-worm cocoons	1.86615225274
BE	Manure (conventional treatment)	0
BE	Manure (biogas treatment)	0
BE	Products of forestry, logging and related services (02)	399.541903761
BE	Fish and other fishing products; services incidental of fishing (05)	237.139410968
BE	Anthracite	0
BE	Coking Coal	3.11790276892
BE	Other Bituminous Coal	19.7727698563
BE	Sub-Bituminous Coal	0
BE	Patent Fuel	3.66244113828
BE	Lignite/Brown Coal	4.11405187014
BE	BKB/Peat Briquettes	0
BE	Peat	0
BE	Crude petroleum and services related to crude oil extraction, excluding surveying	0
BE	Natural gas and services related to natural gas extraction, excluding surveying	0
BE	Natural Gas Liquids	0
BE	Other Hydrocarbons	0
BE	Uranium and thorium ores (12)	0.0140722411224
BE	Iron ores	6.78095401409
BE	Copper ores and concentrates	11.1353634528
BE	Nickel ores and concentrates	0.0323455087345
BE	Aluminium ores and concentrates	14.6366713909
BE	Precious metal ores and concentrates	0.0564225051043
BE	Lead, zinc and tin ores and concentrates	2.04051076791
BE	Other non-ferrous metal ores and concentrates	695.706532159
BE	Stone	267.232883446
BE	Sand and clay	243.497387752
BE	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	325.320750475
BE	Products of meat cattle	860.303615517
BE	Products of meat pigs	1591.13335
BE	Products of meat poultry	1409.36603228
BE	Meat products nec	2610.66157526
BE	products of Vegetable oils and fats	693.904574928
BE	Dairy products	9430.02412065
BE	Processed rice	85.2914306036
BE	Sugar	1125.13776786
BE	Food products nec	28221.1920941
BE	Beverages	3791.53253416
BE	Fish products	1116.19332641
BE	Tobacco products (16)	811.635197836
BE	Textiles (17)	7951.32967996
BE	Wearing apparel; furs (18)	2007.86089233
BE	Leather and leather products (19)	356.626823418
BE	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	4657.8488596
BE	Wood material for treatment, Re-processing of secondary wood material into new wood material	0
BE	Pulp	2034.12766837
BE	Secondary paper for treatment, Re-processing of secondary paper into new pulp	0
BE	Paper and paper products	2301.80198777
BE	Printed matter and recorded media (22)	11296.8767173
BE	Coke Oven Coke	90.3795184842
BE	Gas Coke	0
BE	Coal Tar	15.7382339181
BE	Motor Gasoline	7903.69130149
BE	Aviation Gasoline	0.111968042549
BE	Gasoline Type Jet Fuel	5.30962232174e-05
BE	Kerosene Type Jet Fuel	1030.16680167
