region	sector	indout
AT	Paddy rice	0
AT	Wheat	290.012590521
AT	Cereal grains nec	679.632275487
AT	Vegetables, fruit, nuts	1285.58898688
AT	Oil seeds	137.857718525
AT	Sugar cane, sugar beet	87.5882496623
AT	Plant-based fibers	1.36233758999
AT	Crops nec	169.531585572
AT	Cattle	348.000950423
AT	Pigs	769.656693219
AT	Poultry	399.588744632
AT	Meat animals nec	80.5775757497
AT	Animal products nec	44.051514863
AT	Raw milk	962.694388373
AT	Wool, silk-worm cocoons	0.197033718564
AT	Manure (conventional treatment)	0
AT	Manure (biogas treatment)	0
AT	Products of forestry, logging and related services (02)	2534.27042402
AT	Fish and other fishing products; services incidental of fishing (05)	31.9520328875
AT	Anthracite	0
AT	Coking Coal	0.00456815368654
AT	Other Bituminous Coal	0.000513350233021
AT	Sub-Bituminous Coal	0.00262925755477
AT	Patent Fuel	0.00814025380973
AT	Lignite/Brown Coal	0.00118551940738
AT	BKB/Peat Briquettes	5.73563869166e-05
AT	Peat	3.46609368371
AT	Crude petroleum and services related to crude oil extraction, excluding surveying	235.50583048
AT	Natural gas and services related to natural gas extraction, excluding surveying	489.772976472
AT	Natural Gas Liquids	44.3818290863
AT	Other Hydrocarbons	0
AT	Uranium and thorium ores (12)	0
AT	Iron ores	43.9079586661
AT	Copper ores and concentrates	2.89451034624
AT	Nickel ores and concentrates	14.2308428077
AT	Aluminium ores and concentrates	0
AT	Precious metal ores and concentrates	0.146874632224
AT	Lead, zinc and tin ores and concentrates	0.704239262168
AT	Other non-ferrous metal ores and concentrates	296.803621187
AT	Stone	400.233420488
AT	Sand and clay	1073.91646214
AT	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	134.810372773
AT	Products of meat cattle	653.31770317
AT	Products of meat pigs	906.032235996
AT	Products of meat poultry	429.884636371
AT	Meat products nec	1779.96363883
AT	products of Vegetable oils and fats	393.704827273
AT	Dairy products	2729.4752946
AT	Processed rice	5.50045819055
AT	Sugar	171.221876555
AT	Food products nec	8335.02119071
AT	Beverages	2623.81849907
AT	Fish products	65.1225539945
AT	Tobacco products (16)	191.743866146
AT	Textiles (17)	2332.77816189
AT	Wearing apparel; furs (18)	810.781051356
AT	Leather and leather products (19)	737.197662165
AT	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	8434.25972502
AT	Wood material for treatment, Re-processing of secondary wood material into new wood material	0
AT	Pulp	2697.72207553
AT	Secondary paper for treatment, Re-processing of secondary paper into new pulp	0
AT	Paper and paper products	2440.71773268
AT	Printed matter and recorded media (22)	6773.90254681
AT	Coke Oven Coke	31.8552422565
AT	Gas Coke	0
AT	Coal Tar	7.69652564782
AT	Motor Gasoline	1484.97100024
AT	Aviation Gasoline	0.0475066549801
AT	Gasoline Type Jet Fuel	0
AT	Kerosene Type Jet Fuel	218.752746807
AT	Kerosene	28.4182754753
AT	Gas/Diesel Oil	1201.76567182
AT	Heavy Fuel Oil	160.004434871
AT	Refinery Gas	6.61287293519
AT	Liquefied Petroleum Gases (LPG)	71.2271555232
AT	Refinery Feedstocks	9.45230784304
AT	Ethane	0.125690147626
AT	Naphtha	72.8043042243
AT	White Spirit & SBP	0.133040085082
AT	Lubricants	98.2729920674
AT	Bitumen	21.5068070103
AT	Paraffin Waxes	2.14435146501
AT	Petroleum Coke	5.03184473468
AT	Non-specified Petroleum Products	2.24540004524
AT	Nuclear fuel	0.99126970961
AT	Plastics, basic	4387.04201106
AT	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	0
AT	N-fertiliser	42.554378156
AT	P- and other fertiliser	51.6767169668
AT	Chemicals nec	1308.1279155
AT	Charcoal	4.9179143145
AT	Additives/Blending Components	0.492655550772
AT	Biogasoline	21.4100552089
AT	Biodiesels	5.11146124353
AT	Other Liquid Biofuels	24.301048156
AT	Rubber and plastic products (25)	6156.25536053
AT	Glass and glass products	210.859181996
