region	sector	indout
AT	Paddy rice	0
AT	Wheat	359.79773658
AT	Cereal grains nec	864.548099428
AT	Vegetables, fruit, nuts	1665.26180543
AT	Oil seeds	177.704502818
AT	Sugar cane, sugar beet	99.7407779266
AT	Plant-based fibers	1.61812127764
AT	Crops nec	228.434493101
AT	Cattle	411.445492183
AT	Pigs	818.065264692
AT	Poultry	507.502523928
AT	Meat animals nec	72.2415137557
AT	Animal products nec	52.4573760507
AT	Raw milk	1081.62922395
AT	Wool, silk-worm cocoons	0.233743925426
AT	Manure (conventional treatment)	0
AT	Manure (biogas treatment)	0
AT	Products of forestry, logging and related services (02)	3193.50166126
AT	Fish and other fishing products; services incidental of fishing (05)	38.049196253
AT	Anthracite	0
AT	Coking Coal	0.00846226375199
AT	Other Bituminous Coal	3.61010208917e-05
AT	Sub-Bituminous Coal	0.0282358262253
AT	Patent Fuel	0.519696599907
AT	Lignite/Brown Coal	0.0165522638769
AT	BKB/Peat Briquettes	9.70591527506e-05
AT	Peat	3.58216171907
AT	Crude petroleum and services related to crude oil extraction, excluding surveying	383.07077728
AT	Natural gas and services related to natural gas extraction, excluding surveying	559.288615841
AT	Natural Gas Liquids	20.4736805629
AT	Other Hydrocarbons	0
AT	Uranium and thorium ores (12)	0
AT	Iron ores	54.4500296815
AT	Copper ores and concentrates	0.865893366998
AT	Nickel ores and concentrates	0
AT	Aluminium ores and concentrates	0
AT	Precious metal ores and concentrates	0.256501060993
AT	Lead, zinc and tin ores and concentrates	1.13967003923
AT	Other non-ferrous metal ores and concentrates	373.163444679
AT	Stone	386.080311379
AT	Sand and clay	1167.03320487
AT	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	155.723108016
AT	Products of meat cattle	977.815780943
AT	Products of meat pigs	1298.81852461
AT	Products of meat poultry	730.806193231
AT	Meat products nec	3195.6826826
AT	products of Vegetable oils and fats	435.164682216
AT	Dairy products	4136.20883135
AT	Processed rice	7.10065035009
AT	Sugar	182.206048353
AT	Food products nec	9176.2280368
AT	Beverages	5538.82826888
AT	Fish products	55.0321587634
AT	Tobacco products (16)	171.424924857
AT	Textiles (17)	3240.44626651
AT	Wearing apparel; furs (18)	1111.89493987
AT	Leather and leather products (19)	1025.55699764
AT	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	11498.2188345
AT	Wood material for treatment, Re-processing of secondary wood material into new wood material	0
AT	Pulp	3657.64283954
AT	Secondary paper for treatment, Re-processing of secondary paper into new pulp	0
AT	Paper and paper products	3361.98301213
AT	Printed matter and recorded media (22)	8864.39216559
AT	Coke Oven Coke	64.2600112897
AT	Gas Coke	0
AT	Coal Tar	23.9530207952
AT	Motor Gasoline	2189.32658184
AT	Aviation Gasoline	0.0342625212876
AT	Gasoline Type Jet Fuel	24.7257083256
AT	Kerosene Type Jet Fuel	320.703044717
AT	Kerosene	0.038001223321
AT	Gas/Diesel Oil	1726.4981389
AT	Heavy Fuel Oil	262.429213575
AT	Refinery Gas	1.84067244574
AT	Liquefied Petroleum Gases (LPG)	244.358496599
AT	Refinery Feedstocks	22.6305537444
AT	Ethane	0.444302120643
AT	Naphtha	69.8152406649
AT	White Spirit & SBP	3.62550185342
AT	Lubricants	117.162028101
AT	Bitumen	30.7870247367
AT	Paraffin Waxes	0.26813242643
AT	Petroleum Coke	10.4115585336
AT	Non-specified Petroleum Products	10.5349983312
AT	Nuclear fuel	1.55607960441
AT	Plastics, basic	5827.53444787
AT	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	0
AT	N-fertiliser	54.9278864219
AT	P- and other fertiliser	71.1813005299
AT	Chemicals nec	1770.32082304
AT	Charcoal	5.38131656332
AT	Additives/Blending Components	0.698669454464
AT	Biogasoline	15.88828083
AT	Biodiesels	5.23933073141
AT	Other Liquid Biofuels	20.7005501764
AT	Rubber and plastic products (25)	7826.64583061
AT	Glass and glass products	264.835079234
AT	Secondary glass for treatment, Re-processing of secondary glass into new glass	0
AT	Ceramic goods	406.343526829
AT	Bricks, tiles and construction products, in baked clay	361.409093119
AT	Cement, lime and plaster	5485.48628933
AT	Ash for treatment, Re-processing of ash into clinker	0
AT	Other non-metallic mineral products	1180.2942334
AT	Basic iron and steel and of ferro-alloys and first products thereof	3959.37643497
AT	Secondary steel for treatment, Re-processing of secondary steel into new steel	0
AT	Precious metals	411.845684553
AT	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	0
AT	Aluminium and aluminium products	4656.05852416
AT	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	0
AT	Lead, zinc and tin and products thereof	295.213538512
AT	Secondary lead for treatment, Re-processing of secondary lead into new lead	0
AT	Copper products	3000.27283058
AT	Secondary copper for treatment, Re-processing of secondary copper into new copper	0
AT	Other non-ferrous metal products	2094.05194555
AT	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	0
AT	Foundry work services	2333.09183748
AT	Fabricated metal products, except machinery and equipment (28)	17321.6955985
AT	Machinery and equipment n.e.c. (29)	31473.8022278
AT	Office machinery and computers (30)	331.891784851
AT	Electrical machinery and apparatus n.e.c. (31)	15824.3088815
AT	Radio, television and communication equipment and apparatus (32)	6236.51834656
